user_id,user_type,influencer_type,label,num_followers,num_following,num_posts,num_comments
79,general,none,0,17,84,1,2
80,general,none,0,18,80,3,1
81,general,none,0,12,88,1,7
82,influencer,normal,1,166,61,21,11
83,general,none,0,23,69,1,1
84,influencer,normal,1,235,69,22,14
85,influencer,normal,1,126,57,16,23
86,general,none,0,24,81,1,1
87,general,none,0,16,78,6,1
88,general,none,0,13,82,0,1
89,general,none,0,26,80,1,3
90,general,none,0,14,62,4,3
91,influencer,normal,1,228,54,18,13
92,general,none,0,21,98,0,4
93,meta_influencer,meta,1,25,58,12,9
94,general,none,0,21,102,2,3
95,general,none,0,11,75,3,3
96,general,none,0,17,88,2,2
97,general,none,0,24,101,5,1
98,general,none,0,14,104,0,3
99,influencer,normal,1,211,76,21,22
100,general,none,0,32,53,3,5
101,influencer,normal,1,182,61,17,19
102,general,none,0,29,91,4,4
103,influencer,normal,1,295,65,20,14
104,general,none,0,10,106,1,0
105,general,none,0,12,90,2,2
106,general,none,0,22,76,0,3
107,influencer,normal,1,362,45,20,15
108,general,none,0,21,65,1,0
109,meta_influencer,meta,1,35,53,13,8
110,general,none,0,17,67,1,3
111,general,none,0,17,106,2,7
112,general,none,0,16,85,4,3
113,general,none,0,25,94,3,4
114,general,none,0,16,87,1,2
115,influencer,normal,1,390,56,18,16
116,general,none,0,17,75,0,3
117,general,none,0,23,79,0,3
118,general,none,0,16,90,2,6
119,general,none,0,20,87,2,0
120,general,none,0,15,89,4,5
121,general,none,0,21,83,4,6
122,general,none,0,30,67,2,0
123,general,none,0,18,87,2,1
124,general,none,0,27,94,2,4
125,influencer,normal,1,262,65,19,18
126,general,none,0,13,112,1,3
127,general,none,0,17,114,5,1
128,general,none,0,30,56,3,3
129,general,none,0,21,59,1,1
130,general,none,0,4,98,5,2
131,meta_influencer,meta,1,26,51,10,6
132,general,none,0,20,100,2,1
133,general,none,0,20,71,1,2
134,general,none,0,23,72,1,7
135,meta_influencer,meta,1,29,67,9,5
136,general,none,0,21,102,1,3
137,influencer,normal,1,265,65,28,11
138,general,none,0,14,80,0,5
139,general,none,0,17,84,0,3
140,general,none,0,19,82,4,6
141,general,none,0,21,59,3,5
142,influencer,normal,1,175,63,27,20
143,general,none,0,17,60,4,1
144,general,none,0,23,106,1,5
145,general,none,0,21,109,2,3
146,meta_influencer,meta,1,25,62,15,6
147,meta_influencer,meta,1,29,58,5,9
148,general,none,0,19,94,1,4
149,general,none,0,15,83,1,3
150,general,none,0,23,92,1,3
151,general,none,0,22,97,1,5
152,general,none,0,26,81,4,2
153,general,none,0,22,78,5,4
154,general,none,0,13,94,2,1
155,general,none,0,17,72,2,1
156,influencer,normal,1,184,59,25,12
157,influencer,normal,1,224,59,19,11
158,general,none,0,21,73,1,3
159,general,none,0,19,83,0,3
160,general,none,0,23,89,2,2
161,general,none,0,19,61,3,1
162,general,none,0,26,81,1,3
163,general,none,0,12,91,1,3
164,influencer,normal,1,291,42,24,16
165,general,none,0,25,88,0,3
166,influencer,normal,1,377,58,20,21
167,general,none,0,19,48,1,1
168,general,none,0,21,76,3,2
169,general,none,0,24,90,4,6
170,general,none,0,31,72,2,3
171,general,none,0,23,104,2,3
172,general,none,0,20,109,2,2
173,general,none,0,14,84,4,3
174,general,none,0,24,86,2,5
175,influencer,normal,1,289,62,28,21
176,general,none,0,23,81,0,1
177,general,none,0,19,91,1,4
178,influencer,normal,1,318,49,17,15
179,general,none,0,16,82,1,3
180,general,none,0,17,92,4,2
181,general,none,0,15,81,4,6
182,general,none,0,17,68,1,2
183,influencer,normal,1,365,53,18,14
184,influencer,normal,1,137,59,30,14
185,general,none,0,17,99,2,4
186,general,none,0,20,61,2,4
187,general,none,0,26,74,1,0
188,general,none,0,20,96,3,4
189,influencer,normal,1,368,60,17,18
190,general,none,0,18,82,2,2
191,general,none,0,21,103,8,4
192,general,none,0,16,97,2,6
193,general,none,0,20,87,2,1
194,influencer,normal,1,246,52,16,19
195,influencer,normal,1,326,74,25,15
196,general,none,0,17,98,2,2
197,general,none,0,11,88,1,6
198,general,none,0,25,59,2,3
199,general,none,0,29,72,2,3
200,influencer,normal,1,217,49,23,14
201,general,none,0,15,91,3,3
202,general,none,0,18,99,2,1
203,meta_influencer,meta,1,31,56,10,14
204,general,none,0,23,87,3,3
205,general,none,0,22,82,2,5
206,general,none,0,23,76,1,0
207,influencer,normal,1,159,51,19,14
208,general,none,0,22,68,3,1
209,general,none,0,17,85,0,4
210,general,none,0,26,65,0,3
211,general,none,0,20,61,1,1
212,influencer,normal,1,190,53,19,16
213,general,none,0,11,92,2,1
214,influencer,normal,1,137,50,16,16
215,general,none,0,10,98,2,2
216,general,none,0,20,80,2,2
217,general,none,0,17,91,4,3
218,influencer,normal,1,353,58,22,14
219,general,none,0,16,60,1,1
220,general,none,0,23,87,1,3
221,general,none,0,22,80,1,4
222,general,none,0,24,99,2,3
223,general,none,0,19,112,1,6
224,general,none,0,15,63,4,2
225,influencer,normal,1,365,68,20,12
226,general,none,0,14,101,1,2
227,general,none,0,10,88,2,3
228,general,none,0,23,76,3,4
229,influencer,normal,1,174,59,21,16
230,general,none,0,23,105,2,2
231,influencer,normal,1,141,53,13,17
232,general,none,0,20,88,4,2
233,general,none,0,16,82,1,0
234,general,none,0,21,69,1,5
235,general,none,0,18,83,2,1
236,general,none,0,25,107,3,1
237,influencer,normal,1,195,49,20,17
238,general,none,0,12,110,3,1
239,influencer,normal,1,352,50,12,14
240,influencer,normal,1,207,52,29,16
241,general,none,0,22,69,0,2
242,influencer,normal,1,221,61,23,18
243,general,none,0,22,98,3,5
244,general,none,0,14,74,3,2
245,general,none,0,21,90,2,5
246,general,none,0,23,75,1,4
247,general,none,0,15,102,3,3
248,influencer,normal,1,362,61,13,8
249,general,none,0,13,59,4,4
250,general,none,0,20,67,5,1
251,general,none,0,22,95,0,4
252,general,none,0,27,76,1,3
253,influencer,normal,1,284,46,17,17
254,general,none,0,18,87,4,3
255,general,none,0,21,96,4,5
256,general,none,0,18,89,3,0
257,meta_influencer,meta,1,31,50,14,5
258,general,none,0,18,97,3,4
259,influencer,normal,1,279,58,16,9
260,general,none,0,23,74,4,4
261,general,none,0,25,60,3,2
262,general,none,0,21,96,1,0
263,general,none,0,13,91,3,2
264,influencer,normal,1,324,71,17,18
265,influencer,normal,1,276,39,26,18
266,general,none,0,18,73,1,1
267,general,none,0,20,78,0,3
268,influencer,normal,1,351,65,26,11
269,general,none,0,19,81,1,0
270,meta_influencer,meta,1,22,65,11,8
271,meta_influencer,meta,1,31,68,8,5
272,general,none,0,13,90,2,5
273,meta_influencer,meta,1,38,52,12,6
274,influencer,normal,1,245,59,24,15
275,general,none,0,22,80,0,2
276,general,none,0,19,81,3,2
277,general,none,0,18,79,1,2
278,general,none,0,15,82,1,2
279,general,none,0,22,88,2,6
280,general,none,0,13,101,2,3
281,influencer,normal,1,352,63,23,12
282,influencer,normal,1,168,66,16,17
283,general,none,0,20,100,3,1
284,general,none,0,24,89,3,2
285,influencer,normal,1,406,55,12,11
286,meta_influencer,meta,1,18,49,14,7
287,general,none,0,24,96,2,7
288,general,none,0,19,67,1,2
289,influencer,normal,1,243,60,20,12
290,general,none,0,20,61,4,3
291,general,none,0,13,109,2,2
292,general,none,0,19,68,5,3
293,influencer,normal,1,202,44,23,10
294,influencer,normal,1,215,54,20,13
295,general,none,0,12,100,1,4
296,general,none,0,22,104,2,5
297,general,none,0,19,86,0,3
298,general,none,0,19,91,0,2
299,general,none,0,22,79,3,1
300,influencer,normal,1,269,57,24,20
301,influencer,normal,1,152,53,19,15
302,general,none,0,18,87,1,4
303,general,none,0,15,84,1,3
304,general,none,0,18,86,4,2
305,general,none,0,25,100,3,1
306,general,none,0,18,87,5,4
307,influencer,normal,1,369,51,16,14
308,general,none,0,18,63,2,5
309,general,none,0,19,93,3,2
310,influencer,normal,1,226,58,13,12
311,general,none,0,22,108,1,3
312,general,none,0,17,84,2,5
313,general,none,0,18,89,3,3
314,general,none,0,20,95,2,3
315,influencer,normal,1,384,61,10,9
316,influencer,normal,1,156,45,15,14
317,general,none,0,19,86,0,1
318,general,none,0,13,84,2,3
319,general,none,0,14,70,0,3
320,influencer,normal,1,397,68,23,12
321,general,none,0,20,70,1,3
322,general,none,0,23,97,2,3
323,general,none,0,14,90,2,3
324,general,none,0,14,118,1,6
325,influencer,normal,1,288,68,16,19
326,general,none,0,14,70,1,5
327,general,none,0,24,101,2,4
328,general,none,0,19,115,1,3
329,general,none,0,22,87,0,5
330,general,none,0,25,52,4,3
331,general,none,0,21,71,0,2
332,general,none,0,21,87,2,4
333,general,none,0,14,78,2,4
334,general,none,0,29,66,3,2
335,general,none,0,17,102,0,2
336,general,none,0,19,93,0,3
337,general,none,0,32,94,3,4
338,general,none,0,21,67,1,2
339,general,none,0,30,90,2,3
340,general,none,0,22,75,2,5
341,general,none,0,21,78,1,3
342,general,none,0,19,110,2,4
343,general,none,0,24,62,3,3
344,influencer,normal,1,135,55,22,18
345,influencer,normal,1,143,60,20,14
346,general,none,0,26,86,2,2
347,influencer,normal,1,209,59,10,16
348,influencer,normal,1,245,70,26,16
349,general,none,0,21,67,2,1
350,general,none,0,21,107,0,4
351,general,none,0,24,86,2,3
352,influencer,normal,1,137,55,22,14
353,general,none,0,20,71,1,5
354,meta_influencer,meta,1,24,57,16,10
355,general,none,0,21,83,2,2
356,influencer,normal,1,242,60,23,17
357,general,none,0,14,106,2,4
358,general,none,0,22,103,2,5
359,general,none,0,15,84,2,1
360,general,none,0,25,93,3,2
361,general,none,0,22,54,4,5
362,influencer,normal,1,154,54,24,16
363,general,none,0,16,79,4,4
364,influencer,normal,1,220,51,22,17
365,influencer,normal,1,378,56,16,16
366,general,none,0,21,74,0,3
367,influencer,normal,1,312,48,22,17
368,influencer,normal,1,411,58,20,19
369,influencer,normal,1,218,58,24,15
370,influencer,normal,1,129,34,14,14
371,general,none,0,16,98,1,0
372,general,none,0,17,110,0,4
373,meta_influencer,meta,1,26,57,8,7
374,general,none,0,13,91,2,0
375,general,none,0,18,99,4,2
376,general,none,0,27,109,3,6
377,general,none,0,18,63,4,5
378,general,none,0,23,73,3,3
379,general,none,0,23,65,0,3
380,influencer,normal,1,228,46,22,11
381,general,none,0,31,58,4,3
382,general,none,0,25,113,1,4
383,general,none,0,16,104,2,3
384,general,none,0,12,86,0,5
385,general,none,0,19,72,1,7
386,general,none,0,20,97,4,5
387,influencer,normal,1,246,61,20,20
388,general,none,0,21,81,2,3
389,general,none,0,17,95,1,0
390,meta_influencer,meta,1,28,63,11,7
391,influencer,normal,1,387,53,24,13
392,general,none,0,22,70,4,0
393,general,none,0,22,66,3,2
394,general,none,0,18,108,3,0
395,general,none,0,25,62,1,2
396,influencer,normal,1,271,62,15,12
397,influencer,normal,1,141,56,25,8
398,general,none,0,25,71,3,1
399,meta_influencer,meta,1,33,55,15,7
400,general,none,0,19,73,2,2
401,influencer,normal,1,312,59,16,21
402,general,none,0,24,96,2,3
403,meta_influencer,meta,1,39,52,10,17
404,general,none,0,21,70,3,5
405,general,none,0,16,73,4,3
406,influencer,normal,1,314,56,19,13
407,general,none,0,21,71,1,3
408,general,none,0,20,87,3,6
409,general,none,0,26,69,3,3
410,influencer,normal,1,192,55,20,13
411,influencer,normal,1,157,48,15,17
412,influencer,normal,1,331,61,23,16
413,meta_influencer,meta,1,25,51,9,5
414,meta_influencer,meta,1,29,42,11,6
415,general,none,0,18,64,2,6
416,general,none,0,13,65,5,4
417,general,none,0,16,94,3,6
418,meta_influencer,meta,1,38,52,13,8
419,meta_influencer,meta,1,41,58,7,10
420,general,none,0,16,90,4,1
421,general,none,0,19,68,3,5
422,general,none,0,11,83,2,3
423,general,none,0,18,83,1,4
424,general,none,0,11,80,6,2
425,general,none,0,22,73,2,7
426,general,none,0,17,108,0,5
427,general,none,0,23,65,2,1
428,general,none,0,15,91,3,4
429,general,none,0,21,90,3,2
430,general,none,0,23,66,4,3
431,general,none,0,14,106,2,4
432,general,none,0,19,57,3,1
433,general,none,0,23,84,3,3
434,general,none,0,23,75,2,5
435,general,none,0,15,87,1,1
436,meta_influencer,meta,1,27,60,14,10
437,influencer,normal,1,372,64,23,14
438,general,none,0,22,74,4,2
439,general,none,0,16,57,2,2
440,general,none,0,20,97,4,2
441,influencer,normal,1,148,69,26,12
442,influencer,normal,1,188,53,25,16
443,influencer,normal,1,196,49,16,14
444,influencer,normal,1,197,72,21,15
445,influencer,normal,1,265,48,15,10
446,general,none,0,17,81,2,3
447,influencer,normal,1,405,54,22,10
448,general,none,0,17,65,0,1
449,general,none,0,20,92,4,7
450,influencer,normal,1,417,65,28,19
451,general,none,0,21,84,2,3
452,general,none,0,17,87,1,5
453,general,none,0,18,65,1,5
454,general,none,0,22,62,3,4
455,influencer,normal,1,199,66,19,15
456,influencer,normal,1,241,49,19,11
457,influencer,normal,1,346,69,18,10
458,general,none,0,26,78,1,5
459,general,none,0,18,55,2,1
460,influencer,normal,1,357,61,15,16
461,general,none,0,15,96,2,3
462,general,none,0,22,100,1,4
463,meta_influencer,meta,1,28,62,13,9
464,general,none,0,22,66,3,6
465,influencer,normal,1,211,51,25,17
466,general,none,0,21,89,4,2
467,general,none,0,19,53,3,2
468,general,none,0,21,63,2,5
469,influencer,normal,1,230,58,28,15
470,general,none,0,23,81,1,4
471,general,none,0,16,77,2,1
472,general,none,0,21,90,1,3
473,influencer,normal,1,354,55,13,18
474,general,none,0,23,84,2,6
475,meta_influencer,meta,1,29,58,11,7
476,general,none,0,16,56,3,0
477,general,none,0,24,95,5,4
478,meta_influencer,meta,1,32,53,5,7
479,general,none,0,15,61,1,3
480,general,none,0,24,56,3,4
481,general,none,0,27,101,4,3
482,influencer,normal,1,133,50,19,15
483,general,none,0,17,114,4,5
484,meta_influencer,meta,1,29,48,8,9
485,general,none,0,21,87,0,2
486,general,none,0,20,94,4,3
487,meta_influencer,meta,1,32,51,4,9
488,influencer,normal,1,202,63,12,19
489,influencer,normal,1,382,62,23,14
490,general,none,0,18,67,0,0
491,influencer,normal,1,376,57,15,18
492,general,none,0,21,99,2,2
493,general,none,0,13,107,2,0
494,influencer,normal,1,348,54,21,19
495,general,none,0,18,116,1,3
496,influencer,normal,1,414,64,22,16
497,general,none,0,21,80,1,6
498,general,none,0,14,69,1,3
499,general,none,0,20,96,1,2
500,influencer,normal,1,226,49,28,12
501,general,none,0,19,88,3,6
502,general,none,0,23,102,7,1
503,meta_influencer,meta,1,31,44,8,9
504,general,none,0,22,85,3,5
505,general,none,0,24,65,1,3
506,general,none,0,14,108,0,2
507,general,none,0,23,80,7,1
508,general,none,0,21,72,0,3
509,general,none,0,16,73,0,1
510,general,none,0,22,49,3,3
511,general,none,0,17,89,3,4
512,influencer,normal,1,340,45,19,13
513,general,none,0,24,71,4,3
514,general,none,0,14,87,2,4
515,general,none,0,13,78,3,2
516,general,none,0,19,87,0,1
517,influencer,normal,1,200,69,19,18
518,general,none,0,22,63,2,1
519,influencer,normal,1,240,43,21,19
520,general,none,0,22,108,2,3
521,general,none,0,30,84,1,4
522,general,none,0,25,82,3,3
523,influencer,normal,1,177,79,21,18
524,general,none,0,14,63,2,1
525,general,none,0,19,71,2,3
526,general,none,0,15,85,2,1
527,general,none,0,14,75,3,3
528,general,none,0,30,95,5,3
529,general,none,0,16,75,0,2
530,general,none,0,19,68,1,1
531,general,none,0,14,89,0,1
532,general,none,0,26,58,2,1
533,general,none,0,21,75,4,7
534,influencer,normal,1,219,53,15,16
535,general,none,0,16,98,1,3
536,general,none,0,26,95,5,1
537,general,none,0,16,85,3,2
538,general,none,0,22,71,1,2
539,general,none,0,19,55,1,3
540,general,none,0,22,60,2,2
541,general,none,0,23,95,3,1
542,general,none,0,23,95,2,2
543,influencer,normal,1,306,50,23,14
544,meta_influencer,meta,1,23,64,14,5
545,general,none,0,17,64,5,5
546,general,none,0,18,99,2,2
547,influencer,normal,1,360,61,24,8
548,general,none,0,19,109,3,4
549,general,none,0,17,97,2,8
550,general,none,0,9,76,3,3
551,general,none,0,23,69,0,3
552,general,none,0,24,100,1,1
553,general,none,0,23,98,2,4
554,general,none,0,28,62,1,2
555,general,none,0,18,73,0,4
556,general,none,0,17,90,2,4
557,general,none,0,23,73,1,4
558,influencer,normal,1,361,51,14,13
559,general,none,0,19,69,2,5
560,general,none,0,22,88,2,5
561,general,none,0,8,86,2,6
562,general,none,0,20,93,1,1
563,general,none,0,27,92,0,1
564,general,none,0,27,86,0,2
565,meta_influencer,meta,1,28,68,9,5
566,general,none,0,15,79,4,6
567,general,none,0,22,66,1,5
568,general,none,0,20,103,0,4
569,influencer,normal,1,159,74,17,16
570,general,none,0,22,69,2,3
571,general,none,0,25,91,6,3
572,influencer,normal,1,207,41,18,20
573,general,none,0,19,78,1,5
574,general,none,0,17,96,0,2
575,general,none,0,24,70,0,4
576,influencer,normal,1,305,57,22,18
577,general,none,0,20,77,0,3
578,general,none,0,15,71,3,3
579,general,none,0,25,88,0,3
580,influencer,normal,1,293,50,20,17
581,general,none,0,19,81,2,5
582,meta_influencer,meta,1,26,45,8,7
583,influencer,normal,1,354,56,18,17
584,general,none,0,21,90,0,1
585,general,none,0,19,75,3,4
586,influencer,normal,1,313,56,21,17
587,general,none,0,15,79,2,2
588,general,none,0,17,78,0,3
589,general,none,0,29,95,1,1
590,influencer,normal,1,229,44,20,14
591,general,none,0,24,58,0,3
592,general,none,0,23,94,1,7
593,influencer,normal,1,239,59,21,10
594,general,none,0,30,87,4,4
595,general,none,0,19,89,3,4
596,general,none,0,19,75,0,3
597,general,none,0,19,74,3,2
598,general,none,0,17,88,2,2
599,general,none,0,15,100,1,0
600,influencer,normal,1,334,46,19,18
601,influencer,normal,1,189,64,21,12
602,general,none,0,20,84,1,3
603,general,none,0,23,66,4,5
604,influencer,normal,1,203,62,20,16
605,general,none,0,24,105,6,5
606,general,none,0,27,87,0,1
607,general,none,0,27,74,5,3
608,general,none,0,24,75,2,1
609,general,none,0,15,90,1,5
610,influencer,normal,1,300,73,31,16
611,influencer,normal,1,345,38,28,23
612,general,none,0,18,73,3,3
613,general,none,0,13,81,1,2
614,general,none,0,17,98,2,1
615,general,none,0,20,83,2,7
616,general,none,0,17,96,3,5
617,general,none,0,18,64,0,1
618,general,none,0,18,63,3,2
619,influencer,normal,1,253,56,16,22
620,general,none,0,25,78,2,5
621,influencer,normal,1,182,61,18,16
622,general,none,0,15,79,1,7
623,general,none,0,12,51,1,3
624,influencer,normal,1,257,67,28,15
625,general,none,0,25,58,3,3
626,general,none,0,18,91,3,4
627,general,none,0,19,94,0,7
628,influencer,normal,1,385,65,22,16
629,influencer,normal,1,252,60,17,14
630,general,none,0,20,79,1,3
631,influencer,normal,1,132,62,12,11
632,meta_influencer,meta,1,30,56,10,6
633,general,none,0,22,92,0,2
634,general,none,0,24,57,0,2
635,general,none,0,20,98,3,6
636,general,none,0,18,69,0,3
637,influencer,normal,1,251,57,15,20
638,influencer,normal,1,292,58,23,21
639,general,none,0,14,82,0,4
640,general,none,0,19,78,2,4
641,general,none,0,31,60,2,0
642,influencer,normal,1,216,53,20,9
643,influencer,normal,1,338,54,21,13
644,influencer,normal,1,133,52,22,15
645,general,none,0,20,87,3,4
646,general,none,0,16,73,1,1
647,general,none,0,30,55,2,2
648,general,none,0,24,97,2,4
649,meta_influencer,meta,1,31,56,10,13
650,general,none,0,16,74,2,1
651,influencer,normal,1,410,60,22,20
652,general,none,0,20,65,2,8
653,general,none,0,21,71,2,3
654,general,none,0,17,65,2,0
655,general,none,0,18,93,2,3
656,general,none,0,20,59,1,1
657,general,none,0,13,81,7,3
658,general,none,0,20,60,2,2
659,meta_influencer,meta,1,36,73,10,9
660,general,none,0,15,84,2,1
661,meta_influencer,meta,1,31,42,6,10
662,general,none,0,26,82,5,4
663,general,none,0,20,77,2,1
664,general,none,0,22,93,3,2
665,general,none,0,19,53,1,3
666,influencer,normal,1,162,46,22,18
667,general,none,0,21,84,2,3
668,influencer,normal,1,259,62,20,20
669,general,none,0,20,81,3,2
670,general,none,0,20,98,4,4
671,general,none,0,20,66,0,2
672,general,none,0,18,98,0,6
673,general,none,0,19,80,2,1
674,influencer,normal,1,416,67,15,13
675,general,none,0,29,62,2,1
676,influencer,normal,1,248,73,17,12
677,general,none,0,17,93,0,3
678,general,none,0,14,69,2,4
679,influencer,normal,1,242,50,17,16
680,meta_influencer,meta,1,15,64,11,3
681,general,none,0,15,108,1,2
682,general,none,0,14,120,2,3
683,general,none,0,21,78,4,5
684,influencer,normal,1,344,64,18,20
685,influencer,normal,1,229,56,19,15
686,general,none,0,25,107,3,3
687,influencer,normal,1,340,55,20,17
688,general,none,0,20,91,1,1
689,meta_influencer,meta,1,29,66,11,18
690,influencer,normal,1,280,70,12,17
691,influencer,normal,1,189,69,21,15
692,general,none,0,23,67,2,4
693,general,none,0,23,98,0,0
694,general,none,0,23,60,2,5
695,general,none,0,22,87,1,2
696,general,none,0,17,89,3,4
697,general,none,0,14,76,1,3
698,general,none,0,19,81,4,2
699,general,none,0,18,100,1,2
700,general,none,0,26,90,1,0
701,meta_influencer,meta,1,27,53,6,10
702,influencer,normal,1,325,63,17,12
703,general,none,0,24,104,0,7
704,general,none,0,20,76,2,3
705,general,none,0,21,96,1,5
706,general,none,0,20,101,1,2
707,influencer,normal,1,156,61,16,20
708,general,none,0,17,88,2,4
709,general,none,0,19,90,0,1
710,influencer,normal,1,293,53,21,7
711,general,none,0,17,82,4,2
712,general,none,0,24,112,1,4
713,general,none,0,25,65,3,1
714,general,none,0,22,68,2,4
715,general,none,0,20,107,2,0
716,general,none,0,18,57,4,3
717,general,none,0,21,73,0,2
718,general,none,0,13,90,4,5
719,meta_influencer,meta,1,28,59,6,6
720,meta_influencer,meta,1,33,52,12,12
721,general,none,0,20,86,0,2
722,general,none,0,14,68,2,5
723,general,none,0,24,97,6,5
724,general,none,0,24,89,1,3
725,general,none,0,17,95,1,2
726,general,none,0,25,81,1,4
727,general,none,0,23,110,1,0
728,general,none,0,19,91,4,2
729,general,none,0,15,94,2,3
730,general,none,0,25,101,1,5
731,general,none,0,23,96,1,7
732,general,none,0,21,73,0,4
733,general,none,0,15,69,2,4
734,meta_influencer,meta,1,32,61,12,5
735,general,none,0,17,61,2,2
736,general,none,0,18,82,1,3
737,influencer,normal,1,278,51,19,14
738,general,none,0,13,79,2,1
739,general,none,0,22,87,0,5
740,influencer,normal,1,282,61,18,13
741,general,none,0,21,82,1,2
742,general,none,0,19,88,2,6
743,influencer,normal,1,350,55,22,16
744,general,none,0,14,84,1,5
745,general,none,0,15,95,2,2
746,general,none,0,23,77,0,0
747,general,none,0,17,57,0,1
748,influencer,normal,1,352,57,13,24
749,influencer,normal,1,189,53,25,14
750,influencer,normal,1,138,44,15,14
751,general,none,0,18,72,1,7
752,general,none,0,22,85,1,4
753,general,none,0,23,84,2,3
754,influencer,normal,1,393,59,18,9
755,influencer,normal,1,186,55,18,19
756,meta_influencer,meta,1,22,63,8,8
757,influencer,normal,1,371,69,17,27
758,general,none,0,23,79,4,2
759,meta_influencer,meta,1,19,54,12,7
760,meta_influencer,meta,1,26,66,9,7
761,general,none,0,17,99,4,4
762,general,none,0,18,88,2,2
763,general,none,0,25,74,5,3
764,general,none,0,29,100,2,6
765,influencer,normal,1,168,66,22,13
766,general,none,0,16,83,4,2
767,general,none,0,25,76,2,3
768,general,none,0,36,81,2,2
769,general,none,0,25,77,2,3
770,general,none,0,14,83,3,0
771,general,none,0,20,118,0,5
772,influencer,normal,1,201,70,16,13
773,general,none,0,16,67,2,4
774,influencer,normal,1,326,57,15,19
775,influencer,normal,1,176,53,20,10
776,general,none,0,22,115,4,3
777,general,none,0,22,82,6,5
778,general,none,0,15,55,3,7
779,influencer,normal,1,335,55,17,19
780,influencer,normal,1,257,61,21,17
781,general,none,0,26,92,2,4
782,general,none,0,17,78,2,1
783,general,none,0,21,65,1,2
784,influencer,normal,1,340,61,21,20
785,influencer,normal,1,271,54,21,15
786,general,none,0,16,72,2,3
787,general,none,0,14,85,0,4
788,influencer,normal,1,409,58,27,16
789,influencer,normal,1,198,58,18,15
790,influencer,normal,1,241,49,22,14
791,general,none,0,17,101,3,2
792,influencer,normal,1,302,62,20,16
793,general,none,0,20,86,2,5
794,general,none,0,19,96,1,5
795,general,none,0,19,93,2,2
796,general,none,0,23,85,2,2
797,general,none,0,20,109,3,3
798,general,none,0,22,66,1,1
799,influencer,normal,1,329,61,17,18
800,general,none,0,18,100,2,2
801,general,none,0,21,56,3,2
802,general,none,0,20,80,0,2
803,general,none,0,17,74,4,4
804,general,none,0,26,93,0,3
805,general,none,0,16,67,0,1
806,general,none,0,19,106,4,3
807,general,none,0,13,91,1,3
808,general,none,0,20,63,4,5
809,general,none,0,26,45,4,4
810,influencer,normal,1,158,59,20,13
811,general,none,0,21,84,2,5
812,influencer,normal,1,389,63,20,24
813,general,none,0,15,72,1,6
814,influencer,normal,1,301,63,14,18
815,influencer,normal,1,124,53,22,13
816,general,none,0,20,71,4,3
